"Provider.ID","Hospital.Name","Address","City","State","ZIP.Code","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","lon","lat","geoAddress"
220063,"LOWELL GENERAL HOSPITAL","295 VARNUM AVENUE","LOWELL","MA",1854,"MIDDLESEX",9789376000,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","2","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Below the national average","","Above the national average","","295 VARNUM AVENUE
LOWELL, MA
(42.646493, -71.340573)",-71.3422768,42.647737,"295 varnum ave, lowell, ma 01854, usa"
220008,"STURDY MEMORIAL HOSPITAL","211 PARK STREET","ATTLEBORO","MA",2703,"BRISTOL",5082225200,"Acute Care Hospitals","Voluntary non-profit - Other","true","true","3","","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","211 PARK STREET
ATTLEBORO, MA
(41.942695, -71.275279)",-71.2756732,41.94183,"211 park st, attleboro, ma 02703, usa"
190017,"OPELOUSAS GENERAL HEALTH SYSTEM","539 EAST PRUDHOMME STREET","OPELOUSAS","LA",70570,"SAINT LANDRY",3379483011,"Acute Care Hospitals","Government - Hospital District or Authority","true","true","3","","Same as the national average","","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","539 EAST PRUDHOMME STREET
OPELOUSAS, LA
(30.543457, -92.075785)",-92.0752235,30.5449975,"539 e prudhomme ln, opelousas, la 70570, usa"
161346,"SIOUX CENTER HEALTH","1101 9TH STREET SE","SIOUX CENTER","IA",51250,"SIOUX",7127221271,"Critical Access Hospitals","Voluntary non-profit - Private","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","1101 9TH STREET SE
SIOUX CENTER, IA
(43.069685, -96.159287)",-96.1582043,43.0683447,"1101 9th st se, sioux center, ia 51250, usa"
190034,"ABBEVILLE GENERAL HOSPITAL","118 N HOSPITAL DR","ABBEVILLE","LA",70510,"VERMILION",3378935466,"Acute Care Hospitals","Government - Hospital District or Authority","true","true","3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","118 N HOSPITAL DR
ABBEVILLE, LA
(29.97325, -92.106986)",-92.1078538,29.9736927,"118 n hospital dr, abbeville, la 70510, usa"
190014,"TECHE REGIONAL MEDICAL CENTER","1125 MARGUERITE STREET","MORGAN CITY","LA",70380,"SAINT MARY",9853842440,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","1125 MARGUERITE STREET
MORGAN CITY, LA
(29.708471, -91.200157)",-91.2011455,29.7070597,"1125 marguerite st, morgan city, la 70380, usa"
230031,"LAKE HURON MEDICAL CENTER","2601 ELECTRIC AVENUE","PORT HURON","MI",48060,"SAINT CLAIR",8109851500,"Acute Care Hospitals","Voluntary non-profit - Church","false","true","3","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","2601 ELECTRIC AVENUE
PORT HURON, MI
(42.955785, -82.431961)",-82.4333434,42.9561624,"2601 electric ave, port huron, mi 48060, usa"
180046,"BOURBON COMMUNITY HOSPITAL","9 LINVILLE DRIVE","PARIS","KY",40361,"BOURBON",8599873600,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","9 LINVILLE DRIVE
PARIS, KY
(38.220655, -84.238896)",-84.238565,38.2217503,"9 linville dr, paris, ky 40361, usa"
171346,"ANTHONY MEDICAL CENTER","1101 EAST SPRING STREET","ANTHONY","KS",67003,"HARPER",6208425111,"Critical Access Hospitals","Government - Hospital District or Authority","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","1101 EAST SPRING STREET
ANTHONY, KS
(37.154449, -98.01729)",-98.0174049,37.1552583,"1101 e spring st, anthony, ks 67003, usa"
210029,"JOHNS HOPKINS BAYVIEW MEDICAL CENTER","4940 EASTERN AVENUE","BALTIMORE","MD",21224,"BALTIMORE CITY",4105500123,"Acute Care Hospitals","Voluntary non-profit - Private","true","","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Data suppressed by CMS for one or more quarters","4940 EASTERN AVENUE
BALTIMORE, MD
(39.287285, -76.552134)",-76.5468917,39.2905241,"4940 eastern ave, baltimore, md 21224, usa"
171368,"MINNEOLA DISTRICT HOSPITAL NBR 2","212 MAIN","MINNEOLA","KS",67865,"CLARK",6208854264,"Critical Access Hospitals","Government - Hospital District or Authority","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","212 MAIN
MINNEOLA, KS
(37.485789, -99.897347)",-100.0135999,37.4417327,"212 s main st, minneola, ks 67865, usa"
210039,"CALVERT MEMORIAL HOSPITAL","100 HOSPITAL ROAD","PRINCE FREDERICK","MD",20678,"CALVERT",4105358239,"Acute Care Hospitals","Voluntary non-profit - Other","true","true","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","100 HOSPITAL ROAD
PRINCE FREDERICK, MD
(38.558601, -76.597788)",-76.59455,38.559629,"100 hospital rd, prince frederick, md 20678, usa"
220060,"BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH","275 SANDWICH STREET","PLYMOUTH","MA",2360,"PLYMOUTH",5087462000,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","3","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","275 SANDWICH STREET
PLYMOUTH, MA
(41.944246, -70.64472)",-70.6452857,41.9430019,"275 sandwich st, plymouth, ma 02360, usa"
180002,"WHITESBURG ARH HOSPITAL","240 HOSPITAL ROAD","WHITESBURG","KY",41858,"LETCHER",6066333500,"Acute Care Hospitals","Voluntary non-profit - Other","true","true","3","","Same as the national average","","Same as the national average","","Below the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","240 HOSPITAL ROAD
WHITESBURG, KY
(37.11182, -82.813612)",-82.8121851,37.1134072,"hospital rd, whitesburg, ky 41858, usa"
190167,"MERCY REGIONAL MEDICAL CENTER","800 E MAIN","VILLE PLATTE","LA",70586,"EVANGELINE",3373635684,"Acute Care Hospitals","Proprietary","true","true","4","","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Below the national average","","800 E MAIN
VILLE PLATTE, LA
(30.684931, -92.265973)",-92.2663427,30.6824069,"800 e main st, ville platte, la 70586, usa"
190160,"GLENWOOD REGIONAL MEDICAL CENTER","503 MCMILLAN ROAD","WEST MONROE","LA",71291,"OUACHITA",3183294600,"Acute Care Hospitals","Proprietary","true","true","2","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","503 MCMILLAN ROAD
WEST MONROE, LA
(32.513462, -92.156761)",-92.1561531,32.5129317,"503 mcmillan rd, west monroe, la 71291, usa"
191323,"RICHLAND PARISH HOSPITAL-DELHI","407 CINCINNATI STREET","DELHI","LA",71232,"RICHLAND",3188785171,"Critical Access Hospitals","Government - Hospital District or Authority","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","407 CINCINNATI STREET
DELHI, LA
(32.452864, -91.494079)",-91.4940621,32.4536947,"407 cincinnati st, delhi, la 71232, usa"
161359,"BURGESS HEALTH CENTER","1600 DIAMOND STREET","ONAWA","IA",51040,"MONONA",7124232311,"Critical Access Hospitals","Voluntary non-profit - Private","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","1600 DIAMOND STREET
ONAWA, IA
(42.025739, -96.105586)",-96.1063467,42.025603,"1600 diamond st, onawa, ia 51040, usa"
171351,"WASHINGTON COUNTY HOSPITAL","304 E 3RD STREET","WASHINGTON","KS",66968,"WASHINGTON",7853252211,"Critical Access Hospitals","Government - Local","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","304 E 3RD STREET
WASHINGTON, KS
(39.817478, -97.045572)",-97.0454338,39.8174827,"304 e 3rd st, washington, ks 66968, usa"
190267,"FAIRWAY MEDICAL CENTER","67252 INDUSTRY LANE","COVINGTON","LA",70433,"SAINT TAMMANY",9858013010,"Acute Care Hospitals","Physician","false","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","67252 INDUSTRY LANE
COVINGTON, LA
(30.408713, -90.082943)",-90.0829518,30.4059835,"67252 industry ln, covington, la 70433, usa"
171314,"FW HUSTON MEDICAL CENTER","408 DELAWARE STREET","WINCHESTER","KS",66097,"JEFFERSON",9137744340,"Critical Access Hospitals","Voluntary non-profit - Private","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","408 DELAWARE STREET
WINCHESTER, KS
(39.325231, -95.270401)",-95.270062,39.326032,"408 delaware st, winchester, ks 66097, usa"
220066,"MERCY MEDICAL CTR","271 CAREW STREET","SPRINGFIELD","MA",1104,"HAMPDEN",4137489000,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","3","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","271 CAREW STREET
SPRINGFIELD, MA
(42.115878, -72.595442)",-72.5933409,42.1144919,"271 carew st, springfield, ma 01104, usa"
220033,"BEVERLY HOSPITAL CORPORATION","85 HERRICK STREET","BEVERLY","MA",1915,"ESSEX",9789223000,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","4","","Above the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Above the national average","","85 HERRICK STREET
BEVERLY, MA
(42.567592, -70.876201)",-70.8758681,42.5643376,"85 herrick st, beverly, ma 01915, usa"
171336,"NESS COUNTY HOSPITAL DISTRICT #2","312 CUSTER STREET","NESS CITY","KS",67560,"NESS",7857982291,"Critical Access Hospitals","Government - Hospital District or Authority","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","312 CUSTER STREET
NESS CITY, KS
(38.457811, -99.900932)",-99.9016562,38.4578252,"312 e custer st, ness city, ks 67560, usa"
231321,"BELL HOSPITAL","901 LAKESHORE DRIVE","ISHPEMING","MI",49849,"MARQUETTE",9064864431,"Critical Access Hospitals","Proprietary","true","true","4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","901 LAKESHORE DRIVE
ISHPEMING, MI
(46.498665, -87.682993)",-87.6843766,46.5048755,"901 lakeshore dr, ishpeming, mi 49849, usa"
230080,"MCLAREN CENTRAL MICHIGAN","1221 SOUTH DRIVE","MOUNT PLEASANT","MI",48858,"ISABELLA",9897726700,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","4","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","1221 SOUTH DRIVE
MOUNT PLEASANT, MI
(43.598528, -84.761389)",-84.7609728,43.5993477,"1221 south dr, mt pleasant, mi 48858, usa"
171347,"SHERIDAN COUNTY HOSPITAL","826  18TH STREET","HOXIE","KS",67740,"SHERIDAN",7856753281,"Critical Access Hospitals","Government - Local","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","826 18TH STREET
HOXIE, KS
(39.354188, -100.432735)",-100.433441,39.3533135,"826 18th st, hoxie, ks 67740, usa"
171371,"CLAY COUNTY MEDICAL CENTER","617 LIBERTY","CLAY CENTER","KS",67432,"CLAY",7856322144,"Critical Access Hospitals","Government - Local","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","617 LIBERTY
CLAY CENTER, KS
(39.391681, -97.124196)",-97.123619,39.3922325,"617 liberty st, clay center, ks 67432, usa"
181301,"MARCUM & WALLACE MEMORIAL HOSPITAL","60 MERCY COURT","IRVINE","KY",40336,"ESTILL",6067232115,"Critical Access Hospitals","Voluntary non-profit - Private","true","true","4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","60 MERCY COURT
IRVINE, KY
(37.705267, -83.977742)",-83.9777982,37.705745,"mercy ct, irvine, ky 40336, usa"
190045,"ST TAMMANY PARISH HOSPITAL","1202 S TYLER STREET","COVINGTON","LA",70433,"SAINT TAMMANY",9858984000,"Acute Care Hospitals","Government - Hospital District or Authority","true","true","4","","Above the national average","","Above the national average","","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Below the national average","","1202 S TYLER STREET
COVINGTON, LA
(30.468955, -90.113935)",-90.112846,30.468666,"1202 s tyler st, covington, la 70433, usa"
210033,"CARROLL HOSPITAL CENTER","200 MEMORIAL AVENUE","WESTMINSTER","MD",21157,"CARROLL",4108483000,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","200 MEMORIAL AVENUE
WESTMINSTER, MD
(39.556135, -76.991655)",-76.9906982,39.5579723,"200 memorial ave, westminster, md 21157, usa"
170075,"MERCY HOSPITAL, INC","218 E PACK STREET","MOUNDRIDGE","KS",67107,"MCPHERSON",6203456391,"Acute Care Hospitals","Voluntary non-profit - Church","true","true","3","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","218 E PACK STREET
MOUNDRIDGE, KS
(38.205072, -97.517021)",-97.516978,38.2053705,"218 e pack st, moundridge, ks 67107, usa"
251331,"BMH-CALHOUN","140 BURKE-CALHOUN CITY ROAD","CALHOUN CITY","MS",38916,"CALHOUN",6626286611,"Critical Access Hospitals","Voluntary non-profit - Private","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","140 BURKE-CALHOUN CITY ROAD
CALHOUN CITY, MS
(33.869665, -89.317176)",-89.3178036,33.8699746,"burke calhoun city rd, calhoun city, ms 38916, usa"
180127,"FRANKFORT REGIONAL MEDICAL CENTER","299 KINGS DAUGHTERS DRIVE","FRANKFORT","KY",40601,"FRANKLIN",5028755240,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Above the national average","","Same as the national average","","299 KINGS DAUGHTERS DRIVE
FRANKFORT, KY
(38.159774, -84.905753)",-84.9064981,38.1602818,"299 kings daughters dr, frankfort, ky 40601, usa"
161357,"PALO ALTO COUNTY HOSPITAL","3201 1ST STREET","EMMETSBURG","IA",50536,"PALO ALTO",7128525500,"Critical Access Hospitals","Government - Local","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","3201 1ST STREET
EMMETSBURG, IA
(43.119191, -94.691343)",-94.6915637,43.1199732,"3201 1st st, emmetsburg, ia 50536, usa"
190064,"OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","5000 HENNESSY BLVD","BATON ROUGE","LA",70808,"EAST BATON ROUGE",2257656565,"Acute Care Hospitals","Voluntary non-profit - Church","true","true","2","","Below the national average","","Below the national average","","Above the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","5000 HENNESSY BLVD
BATON ROUGE, LA
(30.401318, -91.111528)",-91.1070679,30.403958,"5000 hennessy blvd, baton rouge, la 70808, usa"
180045,"ST ELIZABETH FLORENCE","4900 HOUSTON ROAD","FLORENCE","KY",41042,"BOONE",8592125220,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","3","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","4900 HOUSTON ROAD
FLORENCE, KY
(39.017615, -84.63279)",-84.6315156,39.0167798,"4900 houston rd, florence, ky 41042, usa"
190008,"TERREBONNE GENERAL MEDICAL CENTER","8166 MAIN STREET","HOUMA","LA",70360,"TERREBONNE",9858734141,"Acute Care Hospitals","Government - Hospital District or Authority","true","true","3","","Same as the national average","","Above the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","8166 MAIN STREET
HOUMA, LA
(29.598537, -90.714322)",-90.7142147,29.5972061,"8166 w main st, houma, la 70360, usa"
171323,"STAFFORD COUNTY HOSPITAL","502 S BUCKEYE","STAFFORD","KS",67578,"STAFFORD",6202345221,"Critical Access Hospitals","Voluntary non-profit - Other","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","502 S BUCKEYE
STAFFORD, KS
(37.957109, -98.596155)",-98.5961518,37.9571165,"502 s buckeye st, stafford, ks 67578, usa"
181305,"SAINT JOSEPH MARTIN","11203 MAIN STREET","MARTIN","KY",41649,"FLOYD",6062856401,"Critical Access Hospitals","Voluntary non-profit - Private","true","true","4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","11203 MAIN STREET
MARTIN, KY
(37.579059, -82.750299)",-82.7509186,37.5789,"11203 main st, martin, ky 41649, usa"
171333,"CLARA BARTON HOSPITAL","250 W 9TH STREET","HOISINGTON","KS",67544,"BARTON",6206532114,"Critical Access Hospitals","Voluntary non-profit - Private","true","true","4","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","250 W 9TH STREET
HOISINGTON, KS
(38.521549, -98.77941)",-98.7797908,38.5216922,"250 w 9th st, hoisington, ks 67544, usa"
190005,"UNIVERSITY MEDICAL CENTER NEW ORLEANS","2000 CANAL STREET","NEW ORLEANS","LA",70112,"ORLEANS",5049033000,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","2","","Same as the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","2000 CANAL STREET
NEW ORLEANS, LA
(29.961113, -90.080941)",-90.0814222,29.9605516,"2000 canal st, new orleans, la 70112, usa"
220062,"ADCARE HOSPITAL OF WORCESTER INC","107 LINCOLN STREET","WORCESTER","MA",1605,"WORCESTER",5087999000,"Acute Care Hospitals","Proprietary","false","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","107 LINCOLN STREET
WORCESTER, MA
(42.276182, -71.795576)",-71.7948348,42.2763289,"107 lincoln st, worcester, ma 01605, usa"
171301,"ELLINWOOD DISTRICT HOSPITAL","605 N MAIN STREET","ELLINWOOD","KS",67526,"BARTON",6205642548,"Critical Access Hospitals","Government - Hospital District or Authority","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","605 N MAIN STREET
ELLINWOOD, KS
(38.360707, -98.581193)",-98.5811718,38.3599266,"605 n main st, ellinwood, ks 67526, usa"
210018,"MEDSTAR MONTGOMERY MEDICAL CENTER","18101 PRINCE PHILIP DRIVE","OLNEY","MD",20832,"MONTGOMERY",3017748882,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","18101 PRINCE PHILIP DRIVE
OLNEY, MD
(39.153858, -77.056819)",-77.054713,39.1539883,"18101 prince philip dr, olney, md 20832, usa"
191303,"ASSUMPTION COMMUNITY HOSPITAL","135 HIGHWAY 402","NAPOLEONVILLE","LA",70390,"ASSUMPTION",9853693600,"Critical Access Hospitals","Voluntary non-profit - Private","true","","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","135 HIGHWAY 402
NAPOLEONVILLE, LA
(29.957585, -91.033875)",-91.0410799,29.9591048,"135 la-402, napoleonville, la 70390, usa"
171302,"OSWEGO COMMUNITY HOSPITAL","800 BARKER DRIVE","OSWEGO","KS",67356,"LABETTE",6207952921,"Critical Access Hospitals","Proprietary","true","","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","800 BARKER DRIVE
OSWEGO, KS
(37.159673, -95.11077)",-95.1110599,37.159179,"800 barker rd, oswego, ks 67356, usa"
190002,"LAFAYETTE GENERAL MEDICAL CENTER","1214 COOLIDGE AVENUE","LAFAYETTE","LA",70503,"LAFAYETTE",3372897991,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","3","","Same as the national average","","Below the national average","","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Below the national average","","1214 COOLIDGE AVENUE
LAFAYETTE, LA
(30.202319, -92.018705)",-92.0195301,30.2024457,"1214 coolidge st, lafayette, la 70503, usa"
190019,"CHRISTUS ST FRANCES CABRINI HOSPITAL","3330 MASONIC DRIVE","ALEXANDRIA","LA",71301,"RAPIDES",3184871122,"Acute Care Hospitals","Voluntary non-profit - Church","true","true","3","","Same as the national average","","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Below the national average","","Below the national average","","3330 MASONIC DRIVE
ALEXANDRIA, LA
(31.282459, -92.460797)",-92.4620057,31.2833258,"3330 masonic dr, alexandria, la 71301, usa"
200050,"MAINE COAST MEMORIAL HOSPITAL","50 UNION STREET","ELLSWORTH","ME",4605,"HANCOCK",2076675311,"Acute Care Hospitals","Voluntary non-profit - Other","true","true","5","","Same as the national average","","Same as the national average","","Above the national average","","Above the national average","","Above the national average","","Below the national average","","Same as the national average","","50 UNION STREET
ELLSWORTH, ME
(44.546574, -68.415526)",-68.4164072,44.5467194,"50 union st, ellsworth, me 04605, usa"
190081,"WEST CARROLL MEMORIAL HOSPITAL","706 ROSS STREET","OAK GROVE","LA",71263,"WEST CARROLL",3184283237,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","706 ROSS STREET
OAK GROVE, LA
(32.867813, -91.383196)",-91.3832315,32.8683087,"706 ross st, oak grove, la 71263, usa"
180078,"PAUL B HALL REGIONAL MEDICAL CENTER","625 JAMES S TRIMBLE BOULEVARD","PAINTSVILLE","KY",41240,"JOHNSON",6067893511,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","625 JAMES S TRIMBLE BOULEVARD
PAINTSVILLE, KY
(37.815015, -82.812803)",-82.8108891,37.8145626,"625 james s trimble blvd, paintsville, ky 41240, usa"
180124,"GREENVIEW REGIONAL HOSPITAL","1801 ASHLEY CIRCLE","BOWLING GREEN","KY",42104,"WARREN",2707931000,"Acute Care Hospitals","Proprietary","true","true","4","","Same as the national average","","Above the national average","","Below the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","1801 ASHLEY CIRCLE
BOWLING GREEN, KY
(36.965672, -86.435599)",-86.436788,36.9648425,"1801 ashley cir, bowling green, ky 42104, usa"
